Year,State,Constituency,Constituency_No,Candidate,Gender,Party,Party_Symbol,Total_Electors,Votes,Vote_Pct,Margin,Category
2014,Bihar,Araria,9.0,Tasleem Uddin,Male,Rashtriya Janata Dal,RJD,1587348.0,976219.0,61.5,975811.0,GEN
2014,Bihar,Arrah,32.0,Raj Kumar Singh,Male,Bharatiya Janata Party,BJP,1832332.0,894178.0,48.8,893213.0,GEN
2014,Bihar,Aurangabad,37.0,Sushil Kumar Singh,Male,Independent,IND,1536153.0,786510.0,51.2,786274.0,GEN
2014,Bihar,Banka,27.0,Jai Prakash Narayan Yadav,Male,Independent,IND,1549456.0,898684.0,58.0,899353.0,GEN
2014,Bihar,Begusarai,24.0,Bhola Singh,Male,Bharatiya Janata Party,BJP,1778759.0,1077927.0,60.6,0.0,GEN
2014,Bihar,Bhagalpur,26.0,Shailesh Kumar Urph Bulo Mandal,Male,Rashtriya Janata Dal,RJD,1685339.0,974125.0,57.8,974016.0,GEN
2014,Bihar,Buxar,33.0,Ashwini Kumar Choubey,Male,Bharatiya Janata Party,BJP,1640567.0,887546.0,54.1,888204.0,GEN
2014,Bihar,Chapra,22.0,Anil Kumar Sharma,Male,Independent,IND,295000.0,141305.0,47.9,6540.0,GEN
2014,Bihar,Darbhanga,14.0,Kirti Azad,Male,Bharatiya Janata Party,BJP,1495446.0,828477.0,55.4,828342.0,GEN
2014,Bihar,Gaya,38.0,Hari Manjhi,Male,Bharatiya Janata Party,BJP,1500751.0,808904.0,53.9,809378.0,GEN
2014,Bihar,Gopalganj,17.0,Janak Ram,Male,Independent,IND,1652767.0,904063.0,54.7,903583.0,GEN
2014,Bihar,Hajipur,21.0,Ramvilas Paswan,Male,Lok Jan Shakti Party,LJP,1649547.0,905601.0,54.9,904753.0,GEN
2014,Bihar,Jahanabad,36.0,Dr. Arun Kumar,Male,Independent,IND,1423246.0,811250.0,57.0,811516.0,GEN
2014,Bihar,Jale,24.0,Sudhir Kumar Singh,Male,Independent,IND,278000.0,140668.0,50.6,10450.0,GEN
2014,Bihar,Jamui,40.0,Chirag Kumar Paswan,Male,Lok Jan Shakti Party,LJP,1550936.0,775468.0,50.0,775639.0,GEN
2014,Bihar,Jhanjharpur,7.0,Birendra Kumar Chaudhary,Male,Bharatiya Janata Party,BJP,1650753.0,940929.0,57.0,941249.0,GEN
2014,Bihar,Karakat,35.0,Upendra Kushwaha,Male,Rashtriya Lok Samta Party,Other,1569989.0,789704.0,50.3,789927.0,GEN
2014,Bihar,Katihar,11.0,Tariq Anwar,Male,Nationalist Congress Party,NCP,1446478.0,977819.0,67.6,977830.0,GEN
2014,Bihar,Khagaria,25.0,Choudhary Mahboob Ali Kaiser,Male,Lok Jan Shakti Party,LJP,1492068.0,896732.0,60.1,896231.0,GEN
2014,Bihar,Kishanganj,10.0,Mohammad Asrarul Haque,Male,Independent,IND,1438990.0,928148.0,64.5,928490.0,GEN
2014,Bihar,Madhepura,13.0,Rajesh Ranjan @ Pappu Yadav,Male,Independent,IND,1725578.0,1035346.0,60.0,0.0,GEN
2014,Bihar,Madhubani,6.0,Hukm Deo Narayan Yadav,Male,Independent,IND,1627969.0,861195.0,52.9,860453.0,GEN
2014,Bihar,Maharajganj,19.0,Janardan Singh Sigriwal,Male,Independent,IND,1644524.0,846929.0,51.5,846654.0,GEN
2014,Bihar,Mohania,20.0,Anil Kumar,Male,Independent,IND,245000.0,129605.0,52.9,14560.0,GEN
2014,Bihar,Mohiuddinnagar,23.0,Md. Javed,Male,Independent,IND,252000.0,124236.0,49.3,7890.0,GEN
2014,Bihar,Munger,28.0,Veena Devi,Female,Independent,IND,1696546.0,914438.0,53.9,914350.0,GEN
2014,Bihar,Muzaffarpur,15.0,Ajay Nishad,Male,Bharatiya Janata Party,BJP,1551363.0,949434.0,61.2,948887.0,GEN
2014,Bihar,Nalanda,29.0,Kaushlendra Kumar,Male,Janata Dal (United),JDU,1951967.0,921328.0,47.2,921761.0,GEN
2014,Bihar,Narkatiaganj,17.0,Randhir Kumar Singh,Male,Independent,IND,298000.0,166284.0,55.8,22340.0,GEN
2014,Bihar,Nawada,39.0,Giriraj Singh,Male,Independent,IND,1675789.0,884816.0,52.8,884441.0,GEN
2014,Bihar,Parbatta,25.0,Vijay Kumar Mandal,Male,Independent,IND,262000.0,133882.0,51.1,9870.0,GEN
2014,Bihar,Paschim Champaran,2.0,Dr. Sanjay Jaiswal,Male,Bharatiya Janata Party,BJP,1413073.0,854909.0,60.5,854800.0,GEN
2014,Bihar,Pataliputra,31.0,Ram Kripal Yadav,Male,Independent,IND,1736074.0,979145.0,56.4,978649.0,GEN
2014,Bihar,Patna Sahib,30.0,Shatrughana Sinha,Male,Bharatiya Janata Party,BJP,1946249.0,881650.0,45.3,882262.0,GEN
2014,Bihar,Purnia,12.0,Santosh Kumar,Male,Janata Dal (United),JDU,1582967.0,1017847.0,64.3,0.0,GEN
2014,Bihar,Purvi Champaran,3.0,Radha Mohan Singh,Male,Independent,IND,1452963.0,822377.0,56.6,822671.0,GEN
2014,Bihar,Rajnagar,21.0,Md. Istiyaq,Male,Independent,IND,268000.0,130516.0,48.7,8230.0,GEN
2014,Bihar,Samastipur,23.0,Ram Chandra Paswan,Male,Lok Jan Shakti Party,LJP,1503005.0,862724.0,57.4,863199.0,GEN
2014,Bihar,Saran,20.0,Rajiv Pratap Rudy,Male,Independent,IND,1538744.0,863235.0,56.1,863254.0,GEN
2014,Bihar,Sasaram,34.0,Chhedi Paswan,Male,Independent,IND,1607747.0,847282.0,52.7,846788.0,GEN
2014,Bihar,Sheohar,4.0,Rama Devi,Female,Bharatiya Janata Party,BJP,1489724.0,843183.0,56.6,842894.0,GEN
2014,Bihar,Sitamarhi,5.0,Ram Kumar Sharma,Male,Rashtriya Lok Samta Party,Other,1574914.0,900850.0,57.2,900588.0,GEN
2014,Bihar,Siwan,18.0,Om Prakash Yadav,Male,Bharatiya Janata Party,BJP,1563860.0,883580.0,56.5,884021.0,GEN
2014,Bihar,Supaul,8.0,Ranjeet Ranjan,Female,Independent,IND,1525592.0,970276.0,63.6,970528.0,GEN
2014,Bihar,Ujiarpur,22.0,Nityanand Rai,Male,Bharatiya Janata Party,BJP,1428445.0,858495.0,60.1,858920.0,GEN
2014,Bihar,Vaishali,16.0,Rama Kishore Singh,Male,Lok Jan Shakti Party,LJP,1587202.0,925338.0,58.3,925937.0,GEN
2014,Bihar,Valmiki Nagar,1.0,Satish Chandra Dubey,Male,Independent,IND,1456576.0,900163.0,61.8,900114.0,GEN
2014,Chandigarh,Chandigarh,1.0,Kirron Kher,Female,Independent,IND,615214.0,0.0,42.2,453324.0,GEN
2014,Chhattisgarh,Bastar,10.0,Dinesh Kashyap,Male,Bharatiya Janata Party,BJP,1298059.0,769913.0,59.31,124359.0,GEN
2014,Chhattisgarh,Bilaspur,5.0,Lakhan Lal Sahu,Male,Independent,IND,1727325.0,1090457.0,63.13,176436.0,GEN
2014,Chhattisgarh,Durg,7.0,Tamradhwaj Sahu,Male,Independent,IND,1855781.0,1258342.0,67.81,16848.0,GEN
2014,Chhattisgarh,Janjgir-Champa,3.0,Kamla Patle,Female,Bharatiya Janata Party,BJP,1737532.0,1073347.0,61.77,174961.0,GEN
2014,Chhattisgarh,Kanker,11.0,Vikram Dev Usendi,Male,Independent,IND,1447774.0,1016943.0,70.24,35158.0,GEN
2014,Chhattisgarh,Korba,4.0,Dr. Banshilal Mahto,Male,Independent,IND,1419610.0,1052720.0,74.16,4265.0,GEN
2014,Chhattisgarh,Mahasamund,9.0,Chandu Lal Sahu (Chandu Bhaiya),Male,Independent,IND,1515747.0,1131209.0,74.63,1217.0,GEN
2014,Chhattisgarh,Raigarh,2.0,Vishnu Deo Sai,Male,Independent,IND,1605824.0,1246186.0,77.6,216750.0,GEN
2014,Chhattisgarh,Raipur,8.0,Ramesh Bais,Male,Independent,IND,1904230.0,1250845.0,65.69,171646.0,GEN
2014,Chhattisgarh,Rajnandgaon,6.0,Abhishek Singh,Male,Bharatiya Janata Party,BJP,1588095.0,1178296.0,74.2,235911.0,GEN
2014,Chhattisgarh,Sarguja,1.0,Kamalbhan Singh Marabi,Male,Independent,IND,1523072.0,1187321.0,77.96,147236.0,GEN
2014,Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,2.0,Natubhai Gomanbhai Patel,Male,Independent,IND,196583.0,165286.0,48.88,6214.0,GEN
2014,Dadra & Nagar Haveli And Daman & Diu,Daman And Diu,1.0,Lalubhai Patel,Male,Independent,IND,111827.0,87233.0,53.83,9222.0,GEN
2014,Delhi,Chandni Chowk,1.0,Dr. Harsh Vardhan,Male,Independent,IND,1447230.0,981863.0,44.6,136320.0,GEN
2014,Delhi,East Delhi,3.0,Maheish Girri,Male,Independent,IND,1829578.0,1196336.0,47.83,190463.0,GEN
2014,Delhi,Krishna Nagar,4.0,Kiran Walia,Female,Independent,IND,172000.0,80496.0,46.8,5670.0,GEN
2014,Delhi,New Delhi,4.0,Meenakashi Lekhi,Female,Independent,IND,1490147.0,969812.0,46.75,162708.0,GEN
2014,Delhi,North East Delhi,2.0,Manoj Tiwari,Male,Bharatiya Janata Party,BJP,1957708.0,1317338.0,45.25,144084.0,GEN
2014,Delhi,North West Delhi,5.0,Udit Raj,Male,Independent,IND,2194343.0,1356036.0,46.45,106802.0,GEN
2014,Delhi,South Delhi,7.0,Ramesh Bidhuri,Male,Independent,IND,1752748.0,1102410.0,45.17,107000.0,GEN
2014,Delhi,West Delhi,6.0,Parvesh Sahib Singh Verma,Male,Independent,IND,2039410.0,1347971.0,48.32,268586.0,GEN
2014,Goa,North Goa,1.0,Shripad Yesso Naik,Male,Bharatiya Janata Party,BJP,515441.0,406631.0,78.9,105599.0,GEN
2014,Goa,South Goa,2.0,Adv. Narendra Keshav Sawaikar,Male,Independent,IND,545336.0,410369.0,75.3,32330.0,GEN
2014,Gujarat,Ahmedabad East,7.0,Paresh Rawal,Male,Independent,IND,1601832.0,985525.0,64.29,326633.0,GEN
2014,Gujarat,Ahmedabad West,8.0,Dr. Kirit P Solanki,Male,Independent,IND,1534400.0,964609.0,63.97,320311.0,GEN
2014,Gujarat,Amreli,14.0,Kachhadiya Naranbhai Bhikhabhai,Male,Bharatiya Janata Party,BJP,1486286.0,808816.0,53.99,156232.0,GEN
2014,Gujarat,Anand,16.0,Dilip Patel,Male,Independent,IND,1496859.0,970894.0,50.55,63426.0,GEN
2014,Gujarat,Banaskantha,2.0,Chaudhary Haribhai Parthibhai,Male,Bharatiya Janata Party,BJP,1515711.0,886634.0,57.28,202334.0,GEN
2014,Gujarat,Bardoli,23.0,Vasava Parbhubhai Nagarbhai,Male,Bharatiya Janata Party,BJP,1614106.0,1206179.0,51.63,123884.0,GEN
2014,Gujarat,Bharuch,22.0,Vasava Mansukhbhai Dhanjibhai,Male,Bharatiya Janata Party,BJP,1417548.0,1060211.0,51.77,153273.0,GEN
2014,Gujarat,Bhavnagar,15.0,Dr. Bharatiben Dhirubhai Shiyal,Female,Independent,IND,1594531.0,917402.0,59.9,295488.0,GEN
2014,Gujarat,Chhota Udaipur,21.0,Ramsinh Rathwa,Male,Bharatiya Janata Party,BJP,1536305.0,1100542.0,55.24,179729.0,GEN
2014,Gujarat,Dahod,19.0,Jasvantsinh Sumanbhai Bhabhor,Male,Independent,IND,1411765.0,900381.0,56.77,230354.0,GEN
2014,Gujarat,Gandhinagar,6.0,L.K.Advani,Male,Independent,IND,1733972.0,1135495.0,68.12,483121.0,GEN
2014,Gujarat,Jamnagar,12.0,Poonamben Hematbhai Maadam,Female,Independent,IND,1470952.0,852643.0,56.81,175289.0,GEN
2014,Gujarat,Junagadh,13.0,Chudasama Rajeshbhai Naranbhai,Male,Independent,IND,1485543.0,941378.0,54.51,135832.0,GEN
2014,Gujarat,Kachchh,1.0,Chavda Vinod Lakhamashi,Male,Bharatiya Janata Party,BJP,1533782.0,946240.0,59.48,254482.0,GEN
2014,Gujarat,Kheda,17.0,Chauhan Devusinh Jesingbhai (Chauhan Devusinh),Male,Bharatiya Janata Party,BJP,1599476.0,955906.0,59.44,232901.0,GEN
2014,Gujarat,Mahesana,4.0,Patel Jayshreeben Kanubhai,Female,Bharatiya Janata Party,BJP,1498219.0,1004258.0,57.78,208891.0,GEN
2014,Gujarat,Navsari,25.0,C. R. Patil,Male,Independent,IND,1764622.0,1160747.0,70.72,558116.0,GEN
2014,Gujarat,Panchmahal,18.0,Chauhan Prabhatsinh Pratapsinh,Male,Bharatiya Janata Party,BJP,1576667.0,933461.0,54.45,170596.0,GEN
2014,Gujarat,Patan,3.0,Liladharbhai Khodaji Vaghela,Male,Bharatiya Janata Party,BJP,1628641.0,955799.0,54.25,138719.0,GEN
2014,Gujarat,Porbandar,11.0,Radadiya Vithalbhai Hansrajbhai,Male,Independent,IND,1539223.0,809433.0,62.81,267971.0,GEN
2014,Gujarat,Rajkot,10.0,Kundariya Mohanbhai Kalyanjibhai,Male,Bharatiya Janata Party,BJP,1655717.0,1057069.0,58.8,246428.0,GEN
2014,Gujarat,Sabarkantha,5.0,Rathod Dipsinh Shankarsinh,Male,Bharatiya Janata Party,BJP,1615840.0,1094002.0,50.48,84455.0,GEN
2014,Gujarat,Surat,24.0,Darshana Vikram Jardosh,Female,Independent,IND,1484068.0,947922.0,75.79,533190.0,GEN
2014,Gujarat,Surendranagar,9.0,Fatepara Devajibhai Govindbhai,Male,Independent,IND,1656657.0,944677.0,56.0,202907.0,GEN
2014,Gujarat,Vadodara,20.0,Narendra Modi,Male,Independent,IND,1638321.0,1161577.0,72.79,570128.0,GEN
2014,Gujarat,Valsad,26.0,Dr. K.C.Patel,Male,Bharatiya Janata Party,BJP,1512061.0,1122203.0,55.05,208004.0,GEN
2014,Jammu & Kashmir,Anantnag,3.0,Mehbooba Mufti,Female,Jammu & Kashmir Peoples Democratic Party,Inkpot and Pen,1301143.0,375238.0,17.43,65417.0,GEN
2014,Jammu & Kashmir,Baramulla,1.0,Muzaffar Hussain Baig,Male,Jammu & Kashmir Peoples Democratic Party,Inkpot and Pen,1190766.0,465979.0,6.27,29219.0,GEN
2014,Jammu & Kashmir,Jammu,6.0,Jugal Kishore,Male,Bharatiya Janata Party,BJP,1848155.0,1252699.0,20.54,257280.0,GEN
2014,Jammu & Kashmir,Ladakh,1.0,Thupstan Chhewang,Male,Bharatiya Janata Party,BJP,166763.0,119068.0,26.36,36.0,GEN
2014,Jammu & Kashmir,Srinagar,2.0,Tariq Hameed Karra,Male,Jammu & Kashmir Peoples Democratic Party,Inkpot and Pen,1207230.0,312208.0,13.54,42280.0,GEN
2014,Jammu & Kashmir,Udhampur,5.0,Dr. Jitendra Singh,Male,Bharatiya Janata Party,BJP,1469072.0,1041130.0,5.86,60976.0,GEN
2014,Jharkhand,Chatra,4.0,Sunil Kumar Singh,Male,Bharatiya Janata Party,BJP,1312545.0,712971.0,54.3,178026.0,GEN
2014,Jharkhand,Dhanbad,7.0,Pashupati Nath Singh,Male,Bharatiya Janata Party,BJP,1889994.0,1143902.0,60.5,292954.0,GEN
2014,Jharkhand,Dumka,2.0,Shibu Soren,Male,Jharkhand Mukti Morcha,Bow and Arrow,1247155.0,903060.0,72.4,39030.0,GEN
2014,Jharkhand,Giridih,6.0,Ravindra Kumar Pandey,Male,Bharatiya Janata Party,BJP,1515137.0,969997.0,64.0,40313.0,GEN
2014,Jharkhand,Godda,3.0,Nishikant Dubey,Male,Bharatiya Janata Party,BJP,1590628.0,1049442.0,66.0,60682.0,GEN
2014,Jharkhand,Hazaribagh,14.0,Jayant Sinha,Male,Bharatiya Janata Party,BJP,1518831.0,967152.0,63.7,159128.0,GEN
2014,Jharkhand,Jamshedpur,9.0,Bidyut Baran Mahato,Male,Bharatiya Janata Party,BJP,1581665.0,1049140.0,66.3,99876.0,GEN
2014,Jharkhand,Khunti,11.0,Karia Munda,Male,Bharatiya Janata Party,BJP,1111852.0,736955.0,66.3,92248.0,GEN
2014,Jharkhand,Kodarma,5.0,Ravindra Kr. Ray,Male,Bharatiya Janata Party,BJP,1639629.0,1024906.0,62.5,98654.0,GEN
2014,Jharkhand,Lohardaga,12.0,Sudarshan Bhagat,Male,Bharatiya Janata Party,BJP,1119144.0,651460.0,58.2,6489.0,GEN
2014,Jharkhand,Palamau,13.0,Vishnu Dayal Ram,Male,Bharatiya Janata Party,BJP,1645957.0,977323.0,59.4,263942.0,GEN
2014,Jharkhand,Rajmahal,1.0,Vijay Kumar Hansdak,Male,Jharkhand Mukti Morcha,Bow and Arrow,1353172.0,951563.0,70.3,41337.0,GEN
2014,Jharkhand,Ranchi,8.0,Ram Tahal Choudhary,Male,Bharatiya Janata Party,BJP,1648464.0,1049783.0,63.7,199303.0,GEN
2014,Jharkhand,Singhbhum,10.0,Laxman Giluwa,Male,Bharatiya Janata Party,BJP,1152570.0,795286.0,69.0,87524.0,GEN
2014,Karnataka,Bagalkot,3.0,Gaddigoudar Parvatagouda C.,Male,Independent,IND,1591555.0,0.0,52.95,0.0,GEN
2014,Karnataka,Bangalore Central,25.0,P.C. Mohan,Male,Independent,IND,1931109.0,0.0,51.85,0.0,GEN
2014,Karnataka,Bangalore North,24.0,D.V. Sadananda Gowda,Male,Independent,IND,2401480.0,0.0,52.91,0.0,GEN
2014,Karnataka,Bangalore Rural,23.0,D.K. Suresh,Male,Independent,IND,2190538.0,0.0,44.85,0.0,GEN
2014,Karnataka,Bangalore South,26.0,Ananth Kumar,Male,Independent,IND,1993921.0,0.0,56.88,0.0,GEN
2014,Karnataka,Belgaum,2.0,Angadi Suresh Channabasappa,Male,Independent,IND,1630865.0,0.0,51.1,0.0,GEN
2014,Karnataka,Bellary,9.0,B. Nagendra,Male,Independent,IND,1400000.0,0.0,55.0,0.0,GEN
2014,Karnataka,Bidar,7.0,Bhagwanth Khuba,Male,Independent,IND,1621304.0,0.0,47.85,0.0,GEN
2014,Karnataka,Bijapur,4.0,Ramesh Jigajinagi,Male,Independent,IND,1634582.0,0.0,48.8,0.0,GEN
2014,Karnataka,Chamarajanagar,22.0,R. Dhruvanarayana,Male,Independent,IND,1544785.0,0.0,46.73,0.0,GEN
2014,Karnataka,Chikkballapur,27.0,M. Veerappa Moily,Male,Independent,IND,1645695.0,0.0,33.79,0.0,GEN
2014,Karnataka,Chikkodi,1.0,Prakash Babanna Hukkeri,Male,Independent,IND,1484332.0,0.0,48.01,0.0,GEN
2014,Karnataka,Chikkodi-Sadalga,1.0,Ganesh Hukkeri,Male,Independent,IND,182214.0,0.0,60.1,0.0,GEN
2014,Karnataka,Chitradurga,18.0,B.N. Chandrappa,Male,Independent,IND,1610358.0,0.0,46.73,0.0,GEN
2014,Karnataka,Dakshina Kannada,17.0,Nalin Kumar Kateel,Male,Independent,IND,1564551.0,0.0,53.22,0.0,GEN
2014,Karnataka,Davanagere,13.0,G.M. Siddeshwara,Male,Independent,IND,1484374.0,0.0,46.5,0.0,GEN
2014,Karnataka,Dharwad,11.0,Pralhad Joshi,Male,Independent,IND,1573858.0,0.0,52.19,0.0,GEN
2014,Karnataka,Gulbarga,5.0,Mallikarjun Kharge,Male,Independent,IND,1721027.0,0.0,50.82,0.0,GEN
2014,Karnataka,Hassan,16.0,H.D. Devegowda,Male,Independent,IND,1553607.0,0.0,44.44,0.0,GEN
2014,Karnataka,Haveri,10.0,Shivkumar Chanabasappa Udasi,Male,Independent,IND,1558345.0,0.0,50.95,0.0,GEN
2014,Karnataka,Kolar,28.0,K.H. Muniyappa,Male,Independent,IND,1494401.0,0.0,37.16,0.0,GEN
2014,Karnataka,Koppal,8.0,Karadi Sanganna Amarappa,Male,Independent,IND,1519103.0,0.0,48.31,0.0,GEN
2014,Karnataka,Mandya,20.0,C.S. Puttaraju,Male,Independent,IND,1669211.0,0.0,43.95,0.0,GEN
2014,Karnataka,Mysore,21.0,Prathap Simha,Male,Independent,IND,1721118.0,0.0,43.45,0.0,GEN
2014,Karnataka,Raichur,6.0,B.V. Nayak,Male,Independent,IND,1733701.0,0.0,45.78,0.0,GEN
2014,Karnataka,Shimoga,14.0,B.S. Yeddyurappa,Male,Independent,IND,1562492.0,0.0,53.62,0.0,GEN
2014,Karnataka,Tumkur,19.0,G.S. Basavaraj,Male,Independent,IND,1508312.0,0.0,45.22,0.0,GEN
2014,Karnataka,Udupi Chikmagalur,15.0,Shobha Karandlaje,Female,Independent,IND,1386911.0,0.0,56.19,0.0,GEN
2014,Karnataka,Uttara Kannada,12.0,Anantkumar Hegde,Male,Independent,IND,1448705.0,0.0,54.64,0.0,GEN
2014,Kerala,Wayanad,8.0,M.I. Shanavas,Male,Independent,IND,1000000.0,0.0,59.0,0.0,GEN
2014,Lakshadweep,Lakshadweep,1.0,Mohammed Faizal P.P.,Male,Nationalist Congress Party,NCP,49922.0,43242.0,86.61,43242.0,GEN
2014,Madhya Pradesh,Balaghat,15.0,Bodhsingh Bhagat,Male,Independent,IND,1629741.0,1111356.0,8.64,96041.0,GEN
2014,Madhya Pradesh,Betul,29.0,Jyoti Dhurve,Female,Bharatiya Janata Party,BJP,1590139.0,1042868.0,10.87,113324.0,GEN
2014,Madhya Pradesh,Bhind,2.0,Dr. Bhagirath Prasad,Male,Independent,IND,1600137.0,729163.0,21.94,159961.0,GEN
2014,Madhya Pradesh,Bhopal,19.0,Alok Sanjar,Male,Independent,IND,1957241.0,1130069.0,32.8,370696.0,GEN
2014,Madhya Pradesh,Chhindwara,16.0,Kamal Nath,Male,Indian National Congress,INC,1402038.0,1107315.0,10.52,116537.0,GEN
2014,Madhya Pradesh,Damoh,7.0,Prahlad Singh Patel,Male,Independent,IND,1651614.0,913336.0,23.35,213299.0,GEN
2014,Madhya Pradesh,Dewas,21.0,Manohar Untwal,Male,Independent,IND,1617111.0,1142982.0,22.77,260313.0,GEN
2014,Madhya Pradesh,Dhar,25.0,Savitri Thakur,Female,Bharatiya Janata Party,BJP,1668441.0,1075930.0,9.7,104328.0,GEN
2014,Madhya Pradesh,Guna,4.0,Jyotiraditya Madhavrao Scindia,Male,Independent,IND,1605613.0,975415.0,12.38,120792.0,GEN
2014,Madhya Pradesh,Gwalior,3.0,Narendra Singh Tomar,Male,Bharatiya Janata Party,BJP,1876965.0,990230.0,3.0,29699.0,GEN
2014,Madhya Pradesh,Hoshangabad,17.0,Uday Pratap Singh,Male,Bharatiya Janata Party,BJP,1568206.0,1030365.0,37.85,389960.0,GEN
2014,Madhya Pradesh,Indore,26.0,Sumitra Mahajan,Female,Independent,IND,2114018.0,1228780.0,37.99,466830.0,GEN
2014,Madhya Pradesh,Jabalpur,13.0,Rakesh Singh,Male,Independent,IND,1711621.0,1002132.0,20.82,208639.0,GEN
2014,Madhya Pradesh,Khajuraho,8.0,Nagendra Singh,Male,Bharatiya Janata Party,BJP,1702833.0,874283.0,28.31,247490.0,GEN
2014,Madhya Pradesh,Khandwa,28.0,Nandkumar Singh Chauhan,Male,Bharatiya Janata Party,BJP,1739836.0,1136770.0,22.8,259138.0,GEN
2014,Madhya Pradesh,Khargone,27.0,Subhash Patel,Male,Bharatiya Janata Party,BJP,1594723.0,1002968.0,10.21,102372.0,GEN
2014,Madhya Pradesh,Mandla,14.0,Faggan Singh Kulaste,Male,Independent,IND,1824702.0,1216914.0,9.08,110469.0,GEN
2014,Madhya Pradesh,Mandsaur,23.0,Sudhir Gupta,Male,Bharatiya Janata Party,BJP,1626556.0,1160374.0,26.17,303649.0,GEN
2014,Madhya Pradesh,Morena,1.0,Anoop Mishra,Male,Bharatiya Janata Party,BJP,1702457.0,854238.0,15.57,132981.0,GEN
2014,Madhya Pradesh,Rajgarh,20.0,Rodmal Nagar,Male,Independent,IND,1578757.0,1009952.0,22.65,228737.0,GEN
2014,Madhya Pradesh,Ratlam,24.0,Dileep Singh Bhuria,Male,Independent,IND,1702576.0,1080666.0,10.04,108457.0,GEN
2014,Madhya Pradesh,Rewa,10.0,Janardan Mishra,Male,Bharatiya Janata Party,BJP,1544719.0,829887.0,20.33,168726.0,GEN
2014,Madhya Pradesh,Sagar,5.0,Laxmi Narayan Yadav,Male,Bharatiya Janata Party,BJP,1520322.0,891772.0,13.54,120737.0,GEN
2014,Madhya Pradesh,Satna,9.0,Ganesh Singh,Male,Independent,IND,1458381.0,913280.0,95.13,8688.0,GEN
2014,Madhya Pradesh,Shahdol,12.0,Dalpat Singh Paraste,Male,Independent,IND,1561016.0,967988.0,24.93,241301.0,GEN
2014,Madhya Pradesh,Sidhi,11.0,Riti Pathak,Female,Bharatiya Janata Party,BJP,1736048.0,988619.0,10.93,108046.0,GEN
2014,Madhya Pradesh,Tikamgarh,6.0,Dr. Virendra Kumar,Male,Independent,IND,1528863.0,766398.0,27.24,208731.0,GEN
2014,Madhya Pradesh,Ujjain,22.0,Prof. Chintamani Malviya,Male,Independent,IND,1525481.0,1015857.0,30.48,309663.0,GEN
2014,Madhya Pradesh,Vidisha,18.0,Sushma Swaraj,Female,Bharatiya Janata Party,BJP,1634039.0,1072447.0,38.3,410698.0,GEN
2014,Maharashtra,Ahmadnagar,37.0,Gandhi Dilipkumar Mansukhlal,Male,Bharatiya Janata Party,BJP,1705005.0,1062318.0,56.97,209122.0,GEN
2014,Maharashtra,Akola,6.0,Dhotre Sanjay Shamrao,Male,Bharatiya Janata Party,BJP,1672643.0,978491.0,46.65,203116.0,GEN
2014,Maharashtra,Amravati,7.0,Adsul Anandrao Vithoba,Male,Shiv Sena,SHS,1612739.0,1004061.0,46.53,137932.0,GEN
2014,Maharashtra,Aurangabad,19.0,Chandrakant Bhaurao Khaire,Male,Shiv Sena,SHS,1589395.0,982933.0,52.99,162000.0,GEN
2014,Maharashtra,Baramati,35.0,Supriya Sule,Female,Nationalist Congress Party,NCP,1813553.0,1066556.0,48.9,69719.0,GEN
2014,Maharashtra,Beed,39.0,Munde Gopinathrao Pandurang,Male,Bharatiya Janata Party,BJP,1792652.0,1232200.0,51.61,136454.0,GEN
2014,Maharashtra,Bhandara - Gondiya,11.0,Nanabhau Falgunrao Patole,Male,Bharatiya Janata Party,BJP,1655852.0,1197196.0,50.63,149254.0,GEN
2014,Maharashtra,Bhiwandi,23.0,Kapil Moreshwar Patil,Male,Bharatiya Janata Party,BJP,1696584.0,875605.0,46.95,109450.0,GEN
2014,Maharashtra,Buldhana,5.0,Jadhav Prataprao Ganpatrao,Male,Shiv Sena,SHS,1595435.0,978626.0,52.03,159579.0,GEN
2014,Maharashtra,Chandrapur,13.0,Ahir Hansraj Gangaram,Male,Bharatiya Janata Party,BJP,1753690.0,1109743.0,45.78,236269.0,GEN
2014,Maharashtra,Dhule,2.0,Dr. Bhamre Subhash Ramrao,Male,Bharatiya Janata Party,BJP,1675367.0,983083.0,53.86,130723.0,GEN
2014,Maharashtra,Dindori,20.0,Chavan Harishchandra Deoram,Male,Bharatiya Janata Party,BJP,1530208.0,970182.0,55.95,247619.0,GEN
2014,Maharashtra,Gadchiroli-Chimur,12.0,Ashok Mahadeorao Nete,Male,Bharatiya Janata Party,BJP,1468437.0,1027129.0,52.18,236870.0,GEN
2014,Maharashtra,Hatkanangle,48.0,Raju Shetty,Male,Swabhimani Workers Party,Other,1630604.0,1188871.0,53.87,177810.0,GEN
2014,Maharashtra,Hingoli,15.0,Rajeev Shankarrao Satav,Male,Indian National Congress,INC,1586194.0,1051164.0,44.46,1632.0,GEN
2014,Maharashtra,Jalgaon,3.0,A.T. Nana Patil,Male,Bharatiya Janata Party,BJP,1707969.0,990332.0,65.41,383525.0,GEN
2014,Maharashtra,Jalna,18.0,Danve Raosaheb Dadarao,Male,Bharatiya Janata Party,BJP,1612056.0,1066259.0,55.47,206798.0,GEN
